"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2016-05-24";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO: RUA BERNARDO JOSE DE SOUZA, N°378, BAIRRO: FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-24";"Imóvel abandonado";"Cidadã denuncia que no seu vizinho tem um terreno onde o mesmo não faz a limpeza e alega que o mato está invadindo sua casa. Cidadã já fez uma solicitação de limpeza junto a secretária responsável cujo número do processo ""200.00727/2016"", data de abertura 18/02/2016,na Rua frei caneca Nº734 Bairro fragata esquina demetrio ribeiro. OBS: morador reside no endereço; Rua José Rizzolo Nº946 Bairro Lindóia.";"Fragata                                                                                             ";"Denuncia";"Presencial";"Fechado"
"2016-05-24";"Lixeira quebrada / Contêiner ";"Cidadã solicita colocação de lixeiras fechadas na rua Jacob Elias Bainy nº24, no Laranjal. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-24";"Regularização fundiária ";"Cidadão entra em contato para saber informações acerca dos sorteados do Minha Casa Minha Vida que estão aguardando entrega. Entrega estava prevista para maio, mas as pessoas teriam recebido informação que a entrega ficou apenas para outubro. Solicitação de esclarecimentos sobre os prazos. ";"Centro                                                                                              ";"Informação";"Facebook - 1";"Fechado"
"2016-05-24";"Iluminação Pública Irregular";"Moradora solicita reposição de lampada no Passeio Um nº 507 Vila Nova Passo do Salso Fragata, trocaram o poste e não fizeram a ligaram o mesmo e esta muito escuro. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-24";"Projetos da cidade.";"Cidadão reclama que a Gomes Carneiro, entre XV e Anchieta, está mexida em razão das obras e está sem conclusão ou sem homens na pista, com crateras e sem continuidade. Pede esclarecimentos. ";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-24";"Abrigos de ônibus";"Cidadão solicita informações sobre troca de ponto da parada de ônibus na Avenida Duque, no sentido bairro x centro, da esquina da Vila Humaitá para a frente dos nº 949/951 e no sentido centro x bairro da esquina da rua Mariana Eufrásia para o ponto inutilizado na frente da Escola CIEP. Aguardamos informações para informar ao cidadão. ";"Centro                                                                                              ";"Informação";"Facebook - 1";"Fechado"
"2016-05-24";"Desobstrução de galeria";"Cidadã solicita desentupimento de esgoto na rua Jacob Elias Bainy, próximo ao número 24, no Laranjal. Foto em anexo. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-25";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Farroupilha nº 110  no Valverde Laranjal próxima ao Restaurante Aki ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-25";"Vazamento de água potável";"Cano quebrado com água vazando na rua Marau esquina Santo Angelo, Novo Valverde   Laranjal. ";"Laranjal                                                                                            ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-25";"Poda e Retirada de Árvore";"Poda na rua João Monteiro de Souza em frente  n°166 no bairro três vendas vila Brood.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-25";"Iluminação Pública Irregular";"Lâmpada queimada na rua Gago Coutinho, número 71, Areal, próximo à Juscelino. ";"Areal                                                                                               ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-25";"Estabelecimento Irregular";"Cidadão denuncia que na rua Bernardo Jose de Souza nº 837 casa 2 no bairro Fragata próximo ao cementério tem uma sede de jogos e que vende bebidas para menores sem licença e sem alvará pede Fiscalização urgente.das 9:oo até a meia noite.  ";"Fragata                                                                                             ";"Denuncia";"Telefone";"Fechado"
"2016-05-25";"Limpeza Urbana";"Cidadã solicita recolhimento de galhos e entulhos na rua Gago Coutinho, número 80. ";"Areal                                                                                               ";"Solicitação de Serviço";"Facebook - 1";"Fechado"
"2016-05-25";"Esgoto a céu aberto";"Cidadão denuncia que na Av. são francisco de Paula entre RAFAQEL pinto Bandeira e Marechal Carlos De esquita tem um Esgoto entupido largando Fezes e muito mau cheiro pede urgência.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-25";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Açores nº 307 em frente ao Bloco  08 Na Cohab Lindoia tem uma praça na Quadra Três pede com urgência pois esta muito escuro no local.";"Cohab Lindóia                                                                                       ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-27";"Buraco na via NÃO pavimentada";"Cidadã denuncia que na rua quinze nº 120 Bairro Dunas Areal estão colocando bueiros com isso fecharam a saída de água do passeio que ela mora e cada vez que chove alaga sua casa segundo ela a água deveria sair para a rua dezesseis mas os moradores trancaram a passagem da água pede que verifiquem a situação.   ";"Dunas                                                                                               ";"Denuncia";"Presencial";"Fechado"
"2016-05-27";"Poda e Retirada de Árvore";"CIDADÃ SOLICITA O DESLOCAMENTO DE UM TÉCNICO ATÉ SUA RESIDENCIA LOCALIZADA NO ENDEREÇO; AV GUADALAJARA, N°1195, BAIRRO: COHAB TABLADA, PARA AVALIAR POSSÍVEIS POSSIBILIDADES DE SUPRESSÃO DE UMA ARVORE QUE ESTA COM RAÍZES MUITO LONGAS, OCASIONANDO RACHADURAS EM SUAS PAREDES.";"Cohab Tablada                                                                                       ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-27";"Maus tratos a animais";"Cidadã denuncia que na rua Osmar da Rocha Grafulha Bloco 21 apartamento 114 setor 219 bloco azul tem um cachorro em condições precária sem casa e segundo a informante apanha muito e esta amarrado pede fiscalização urgente.";"Cohab Pestano                                                                                       ";"Denuncia";"Telefone";"Fechado"
"2016-05-27";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na AV. Duque de Caxias nº 720 - A na pista de Caminhada pois oi mesmo tem um trailer  no local e esta muito escuro. ";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-27";"Iluminação Pública Irregular";"Cidadã solicita reposição de lampada na rua Edmundo da Fontoura Gastal nº 3788 Vila Princesa  duas lampadas pois e de esquina e as duas estão apagadas pede com urgência ";"Vila Princesa                                                                                       ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-27";"LIMPEZA DE VALETAS";"Cidadã que mora na rua Dr Albuquerque Barros; número 1449 A, bairro Castilhos, reclama que existe uma valeta em frente sua residencia que transborda devido as esquinas dessa estarem todas entupidas.";"Castilhos                                                                                           ";"Reclamação";"Telefone";"Fechado"
"2016-05-27";"Estabelecimento Irregular";"CIDADÃO ALEGA QUE NO ENDEREÇO: RUA ALMIRANTE LANDIM, N°86, BAIRRO: FRAGATA, EXISTE UMA ESPECIE DE ESTABELECIMENTO ILEGAL NO QUAL POSSUI CONTÊINERS DENTRO DO PRÉDIO QUE FICAM EM FUNCIONAMENTOS A NOITE INTEIRA, OCASIONANDO UM BARULHO ENSURDECEDOR PARA A POPULAÇÃO QUE RESIDE PRÓXIMO AO LOCAL.";"Fragata                                                                                             ";"Reclamação";"Telefone";"Fechado"
"2016-05-27";"Lei de Acesso a Informação";"Solicito junto ao setor responsÃ¡vel desta prefeitura. (ServiÃ§o de saude e seguranÃ§a do trabalho).
InformaÃ§Ã£o se a secretaria de trÃ¢nsito e transporte (STT), estÃ¡ dispensada / desobrigada a cumprir as NRs (normas regulamentadoras) junto a seu quadro de servidores estatutÃ¡rios. 

Expondo estes servidores a potenciais riscos ambientais.";"";"LAI";"Lai";"Fechado"
"2016-05-27";"Iluminação Pública Irregular";"Rua David de Canabarro esquina Polinário Porto Alegre  está sem luz faz mais de um ano, ela já fez vários pedidos. ";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-27";"Abrigos de ônibus";"A CIDADÃ SOLICITA A COLOCAÇÃO DE ABRIGO DE ÔNIBUS NA PARADA DA LINHA INTERBAIRROS, NA RUA JK. DE OLIVEIRA ENTRE AS RUAS AFONSO FRANZ E ERNESTINA MURSA";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Fechado"
"2016-05-30";"Obra irregular";"Cidadão Vem até a ouvidoria com a intenção de pedir fiscalização aonde tem uma obra, um chalé levantado com o uso da sua parede, o cidadão já fez um boletim de ocorrência contra os vizinhos que além de construir errado também fazem muito barulho. Fato ocorre na rua LOTEAMENTO STA TEREZINHA RUA 2 N°489 COM A OBRA MAU FEITA DO LADO ESQUERDO DA SUA CASA. Cidadão pede urgência no atendimento.";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Presencial";"Fechado"
"2016-05-30";"Iluminação Pública Irregular";"Cidadã pede urgencia em colocação de lampada na rua 2 no bairro Pestano nas tres vendas em frente 151 no em frente ao campo do terras altas.";"Pestano                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
